Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
TAB1,MAP3K7IP1,"TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 1","May be an important signaling intermediate between TGFB receptors and MAP3K7/TAK1. May play an important role in mammalian embryogenesis.","NF-κB related gene","Homo sapiens","Genome-Wide Association Transethnic Meta-Analyses Identifies Novel Associations Regulating Coagulation Factor VIII and von Willebrand Factor Plasma Levels",10.1161/CIRCULATIONAHA.118.034532,hsa04064,"NF-kappa B signaling pathway",10454
TAB2,MAP3K7IP2,"TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 2","Adapter linking MAP3K7/TAK1 and TRAF6. Promotes MAP3K7 activation in the IL1 signaling pathway. The binding of 'Lys-63'-linked polyubiquitin chains to TAB2 promotes autophosphorylation of MAP3K7 at 'Thr-187'. Involved in heart development.","NF-κB related gene","Homo sapiens","Activation mechanism of c-Jun amino-terminal kinase in the course of neural differentiation of P19 embryonic carcinoma cells",10.1074/jbc.M406610200,hsa04064,"NF-kappa B signaling pathway",23118
TAF1,"NSCL2; TAFII250; KAT4;","TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa","TAF1 is essential in cell cycle progression and involved in transcription as part of the TFIID transcription factor together with TBP.","cellular senescence","Homo sapiens","The p250 subunit of native TATA box-binding factor TFIID is the cell-cycle regulatory protein CCG1",10.1038/362179a0,unknown,Unknown,6872
TBP,"TFIID; GTF2D1; SCA17","TATA box binding protein","TBP is part of the TFIID general transcription factor. Because of its central role in the activation of eukaryotic genes, TBP is potentially involved in a large variety of processes.","genomic instability","Homo sapiens","RNA Polymerase II Transcription in Murine Cells Lacking the TATA Binding Protein",10.1126/science.1076327,unknown,Unknown,6908
TCF3,"ITF1; E2A","transcription factor 3","Transcriptional regulator. TCF3 is involved in the initiation of neuronal differentiation. Heterodimers between TCF3 and tissue-specific basic helix-loop-helix (bHLH) proteins play major roles in determining tissue-specific cell fate during embryogenesis, like muscle or early B-cell differentiation.","cellular senescence","Homo sapiens","Hedgehog Signaling Maintains Hair Follicle Stem Cell Phenotype in Young and Aged Human Skin",10.1111/j.1474-9726.2009.00526.x,hsa04550,"Signaling pathways regulating pluripotency of stem cells",6929
TERC,"PFBMFT2; DKCA1","telomerase RNA component","Telomerase RNA component,involved in telomere maintenance as template in telomeric DNA synthesis,transcription up-regulated by endogeneous TERT.","telomere attrition","Homo sapiens","HuR Regulates Telomerase Activity Through TERC Methylation",10.1038/s41467-018-04617-7,unknown,Unknown,7012
TERF1,"PIN2; TRF1; TRF","telomeric repeat binding factor (NIMA-interacting) 1","TRF1 is an essential component of shelterin, with important roles in telomere protection and telomere replication.","telomere attrition","Homo sapiens","Control of human telomere length by TRF1 and TRF2",10.1128/mcb.20.5.1659-1668.2000,unknown,Unknown,7013
TERF2,"TRF2; TRBF2","telomeric repeat binding factor 2","TRF2 is essential for telomere capping owing to its roles in suppressing an ATM-dependent DNA damage response (DDR) at chromosome ends and inhibiting end-to-end chromosome fusions.","telomere attrition","Homo sapiens","TRF2 recruits the Werner syndrome (WRN) exonuclease for processing of telomeric DNA",10.1038/sj.onc.1206906,unknown,Unknown,7014
TERT,"HEST2; TCS1","telomerase reverse transcriptase","Telomerase is a ribonucleoprotein enzyme essential for the replication of chromosome termini in most eukaryotes.","telomere attrition","Homo sapiens","GWAS of Epigenetic Aging Rates in Blood Reveals a Critical Role for TERT",10.1038/s41467-017-02697-5,unknown,Unknown,7015
TFAP2A,"AP-2; TFAP2; AP2TF","transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)","Sequence-specific DNA-binding protein that interacts with inducible viral and cellular enhancer elements to regulate transcription of selected genes.","genomic instability","Homo sapiens","Age related expression of Werner's syndrome protein in selected tissues and coexpression of transcription factors",10.1136/jcp.55.3.195,unknown,Unknown,7020
TFDP1,"Dp-1; DRTF1; DP1","transcription factor Dp-1","TFDP1 is a transcription factor that may play a role in cell cycle regulation and apoptosis.","cellular senescence","Homo sapiens","Reduction of Total E2F/DP Activity Induces Senescence-Like Cell Cycle Arrest in Cancer Cells Lacking Functional pRB and p53",10.1083/jcb.200411093,hsa04110,"Cell cycle",7027
TGFB1,"CED; TGFbeta; TGFB","transforming growth factor, beta 1","The variability of the TGF-beta1 gene may affect longevity by playing a role in inflamm-aging.","altered intercellular communication","Homo sapiens","The G/C915 Polymorphism of Transforming Growth Factor beta1 Is Associated With Homo sapiens Longevity: A Study in Italian Centenarians",10.1111/j.1474-9728.2004.00129.x,hsa04218,"Cellular senescence",7040
TICAM1,TRIF,"Toll Like Receptor Adaptor Molecule 1","Functions as sorting adapter in different signaling pathways to facilitate downstream signaling leading to type I interferon induction. In TLR4 signaling, physically bridges TLR4 and TICAM1 and functionally transmits signal to TICAM1 in early endosomes after endocytosis of TLR4. In TLR2 signaling, physically bridges TLR2 and MYD88 and is required for the TLR2-dependent movement of MYD88 to endosomes following ligand engagement . Involved in IL-18 signaling and is proposed to function as a sorting adapter for MYD88 in IL-18 signaling during adaptive immune response . Forms a complex with RAB11FIP2 that is recruited to the phagosomes to promote the activation of the actin-regulatory GTPases RAC1 and CDC42 and subsequent phagocytosis of Gram-negative bacteria.","NF-κB related gene","Homo sapiens","Impact of age, BMI and HbA1c levels on the genome-wide DNA methylation and mRNA expression patterns in human adipose tissue and identification of epigenetic biomarkers in blood",10.1093/hmg/ddv124,hsa04064,"NF-kappa B signaling pathway",148022
TIMP1,CLGI,"TIMP Metallopeptidase Inhibitor 1","Metalloproteinase inhibitor that functions by forming one to one complexes with target metalloproteinases, such as collagenases, and irreversibly inactivates them by binding to their catalytic zinc cofactor. Acts on MMP1, MMP2, MMP3, MMP7, MMP8, MMP9, MMP10, MMP11, MMP12, MMP13 and MMP16. Does not act on MMP14. Also functions as a growth factor that regulates cell differentiation, migration and cell death and activates cellular signaling cascades via CD63 and ITGB1. Plays a role in integrin signaling. Mediates erythropoiesis in vitro; but, unlike IL3, it is species-specific, stimulating the growth and differentiation of only human and murine erythroid progenitors.","loss of proteostasis","Homo sapiens","Matrix Metalloproteinases and Tissue Inhibitors of Metalloproteinases in Extracellular Matrix Remodeling during Left Ventricular Diastolic Dysfunction and Heart Failure with Preserved Ejection Fraction: A Systematic Review and Meta-Analysis",10.3390/ijms21186742,hsa04066,"HIF-1 signaling pathway",7076
TIMP2,CSC-21K,"TIMP Metallopeptidase Inhibitor 2","Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19.","senescence-associated secretory phenotype","Homo sapiens","The effect of aging in primary human dermal fibroblasts",10.1371/journal.pone.0219165,unknown,Unknown,7077
TIRAP,MyD88-2,"TIR Domain Containing Adaptor Protein","Adapter involved in TLR2 and TLR4 signaling pathways in the innate immune response. Acts via IRAK2 and TRAF-6, leading to the activation of NF-kappa-B, MAPK1, MAPK3 and JNK, and resulting in cytokine secretion and the inflammatory response. Positively regulates the production of TNF-alpha and interleukin-6.","NF-κB related gene","Homo sapiens","Bidirectional, Temporal Associations of Sleep with Positive Events, Affect, and Stressors in Daily Life Across a Week",10.1007/s12160-016-9864-y,hsa04064,"NF-kappa B signaling pathway",114609
TLR4,ARMD10,"Toll Like Receptor 4","Cooperates with LY96 and CD14 to mediate the innate immune response to bacterial lipopolysaccharide (LPS) . Acts via MYD88, TIRAP and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response . Also involved in LPS-independent inflammatory responses triggered by free fatty acids, such as palmitate, and Ni(2+). Responses triggered by Ni(2+) require non-conserved histidines and are, therefore, species-specific. Both M.tuberculosis HSP70 (dnaK) and HSP65 (groEL-2) act via this protein to stimulate NF-kappa-B expression.","NF-κB related gene","Homo sapiens","DUSP facilitates RPMI8226 myeloma cell aging and inhibited TLR4 expression",10.26355/eurrev_201809_15939,hsa04064,"NF-kappa B signaling pathway",7099
TMEM67,Meckelin,"Transmembrane Protein 67","Required for ciliary structure and function. Part of the tectonic-like complex which is required for tissue-specific ciliogenesis and may regulate ciliary membrane composition (By similarity). Involved in centrosome migration to the apical cell surface during early ciliogenesis. Involved in the regulation of cilia length and appropriate number through the control of centrosome duplication. Required for cell branching morphology. Essential for endoplasmic reticulum-associated degradation (ERAD) of surfactant protein C (SFTPC).",others,"Homo sapiens","Hydrocephalus in a rat model of Meckel Gruber syndrome with a TMEM67 mutation",10.1038/s41598-018-37620-5,unknown,Unknown,91147
TNF,"TNFSF2; DIF; TNF-alpha","tumor necrosis factor","A cytokine involved in the immune response, TNF can induce cell death in some tumour cells. It can also induce cellular proliferation and differentiation.","altered intercellular communication","Homo sapiens","The tumor necrosis factor alpha -308G>A polymorphism is associated with dementia in the oldest old",10.1111/j.1532-5415.2004.52369.x,hsa04150,"mTOR signaling pathway",7124
TNFAIP3,"Zinc Finger Protein A20","TNF Alpha Induced Protein 3","Ubiquitin-editing enzyme that contains both ubiquitin ligase and deubiquitinase activities. Involved in immune and inflammatory responses signaled by cytokines, such as TNF-alpha and IL-1 beta, or pathogens via Toll-like receptors (TLRs) through terminating NF-kappa-B activity. Essential component of a ubiquitin-editing protein complex, comprising also RNF11, ITCH and TAX1BP1, that ensures the transient nature of inflammatory signaling pathways. In cooperation with TAX1BP1 promotes disassembly of E2-E3 ubiquitin protein ligase complexes in IL-1R and TNFR-1 pathways; affected are at least E3 ligases TRAF6, TRAF2 and BIRC2, and E2 ubiquitin-conjugating enzymes UBE2N and UBE2D3. In cooperation with TAX1BP1 promotes ubiquitination of UBE2N and proteasomal degradation of UBE2N and UBE2D3.","NF-κB related gene","Homo sapiens","TNFAIP3 Plays a Role in Aging of the Hematopoietic System",10.3389/fimmu.2020.536442,hsa04064,"NF-kappa B signaling pathway",7128
TNFRSF10C,TRID,"TNF Receptor Superfamily Member 10c","Receptor for the cytotoxic ligand TRAIL. Lacks a cytoplasmic death domain and hence is not capable of inducing apoptosis. May protect cells against TRAIL mediated apoptosis by competing with TRAIL-R1 and R2 for binding to the ligand.","senescence-associated secretory phenotype","Homo sapiens","CSF protein changes associated with hippocampal sclerosis risk gene variants highlight impact of GRN/PGRN",10.1016/j.exger.2017.01.025,hsa04060,"Cytokine-cytokine receptor interaction",8794
TNFRSF11A,RANK,"TNF Receptor Superfamily Member 11a","Receptor for TNFSF11/RANKL/TRANCE/OPGL; essential for RANKL-mediated osteoclastogenesis. Involved in the regulation of interactions between T-cells and dendritic cells.","NF-κB related gene","Homo sapiens","A genome-wide association study of myasthenia gravis",10.1001/jamaneurol.2014.4103,hsa04064,"NF-kappa B signaling pathway",8792
